,game,arena,stage,agent,human_data_type,alpha,Configuration,TV
2828,3.0*3.0*3 pieces in a row loses.,01JN6VQ0HXWRHXPNE7BF8PFGTE,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,All Components,0.41853495637690274
2829,3.0*3.0*3 pieces in a row loses.,01JN6VQ0HXWRHXPNE7BF8PFGTE,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,Ablate Center Weight,0.41913025402541676
2830,3.0*3.0*3 pieces in a row loses.,01JN6VQ0HXWRHXPNE7BF8PFGTE,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Ablate Connect Weight,0.28061600837733164
2831,3.0*3.0*3 pieces in a row loses.,01JN6VQ0HXWRHXPNE7BF8PFGTE,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Ablate Block Weight,0.33568121734017153
2832,3.0*3.0*3 pieces in a row loses.,01JN6VQ0HXWRHXPNE7BF8PFGTE,late,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Only Block Weight,0.2834658009792576
2833,3.0*3.0*3 pieces in a row loses.,01JN6VQ0HXWRHXPNE7BF8PFGTE,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Only Connect Weight,0.40742272451239286
2834,3.0*3.0*3 pieces in a row loses.,01JN6VQ0HXWRHXPNE7BF8PFGTE,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.6,Only Center Weight,0.19947271996620264
2835,3.0*3.0*3 pieces in a row loses.,01JN6SQ26FX8T24Q5Y44S6T18C,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,All Components,0.4197873572945701
2836,3.0*3.0*3 pieces in a row loses.,01JN6SQ26FX8T24Q5Y44S6T18C,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,Ablate Center Weight,0.36140346652651817
2837,3.0*3.0*3 pieces in a row loses.,01JN6SQ26FX8T24Q5Y44S6T18C,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Ablate Connect Weight,0.4538989060514065
2838,3.0*3.0*3 pieces in a row loses.,01JN6SQ26FX8T24Q5Y44S6T18C,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Ablate Block Weight,0.33870328820978807
2839,3.0*3.0*3 pieces in a row loses.,01JN6SQ26FX8T24Q5Y44S6T18C,early,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Only Block Weight,0.3903517988380319
2840,3.0*3.0*3 pieces in a row loses.,01JN6SQ26FX8T24Q5Y44S6T18C,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Only Connect Weight,0.3584477435015321
2841,3.0*3.0*3 pieces in a row loses.,01JN6SQ26FX8T24Q5Y44S6T18C,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.6,Only Center Weight,0.34035087719298246
2842,3.0*3.0*3 pieces in a row loses.,01JN6SQ26FX8T24Q5Y44S6T18C,intermediate,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,All Components,0.48106085023231493
2843,3.0*3.0*3 pieces in a row loses.,01JN6SQ26FX8T24Q5Y44S6T18C,intermediate,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,Ablate Center Weight,0.4862937516993284
2844,3.0*3.0*3 pieces in a row loses.,01JN6SQ26FX8T24Q5Y44S6T18C,intermediate,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Ablate Connect Weight,0.47900153877673646
2845,3.0*3.0*3 pieces in a row loses.,01JN6SQ26FX8T24Q5Y44S6T18C,intermediate,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Ablate Block Weight,0.18219099784156223
2846,3.0*3.0*3 pieces in a row loses.,01JN6SQ26FX8T24Q5Y44S6T18C,intermediate,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Only Block Weight,0.48628124025311925
2847,3.0*3.0*3 pieces in a row loses.,01JN6SQ26FX8T24Q5Y44S6T18C,intermediate,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Only Connect Weight,0.1859431059166331
2848,3.0*3.0*3 pieces in a row loses.,01JN6SQ26FX8T24Q5Y44S6T18C,intermediate,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.6,Only Center Weight,0.21805511498834015
2849,3.0*3.0*3 pieces in a row loses.,01JN6SQ26FX8T24Q5Y44S6T18C,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,All Components,0.5729560923093608
2850,3.0*3.0*3 pieces in a row loses.,01JN6SQ26FX8T24Q5Y44S6T18C,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,Ablate Center Weight,0.5736838953796956
2851,3.0*3.0*3 pieces in a row loses.,01JN6SQ26FX8T24Q5Y44S6T18C,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Ablate Connect Weight,0.5542276683178584
2852,3.0*3.0*3 pieces in a row loses.,01JN6SQ26FX8T24Q5Y44S6T18C,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Ablate Block Weight,0.3894175881030774
2853,3.0*3.0*3 pieces in a row loses.,01JN6SQ26FX8T24Q5Y44S6T18C,late,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Only Block Weight,0.5578760472007028
2854,3.0*3.0*3 pieces in a row loses.,01JN6SQ26FX8T24Q5Y44S6T18C,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Only Connect Weight,0.4180822333084711
2855,3.0*3.0*3 pieces in a row loses.,01JN6SQ26FX8T24Q5Y44S6T18C,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.6,Only Center Weight,0.2674408170234965
2856,3.0*3.0*3 pieces in a row loses.,01JNKYBTF904DPPD43KQZSMGV3,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,All Components,0.456456696343044
2857,3.0*3.0*3 pieces in a row loses.,01JNKYBTF904DPPD43KQZSMGV3,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,Ablate Center Weight,0.5049132080195594
2858,3.0*3.0*3 pieces in a row loses.,01JNKYBTF904DPPD43KQZSMGV3,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Ablate Connect Weight,0.36072681659790473
2859,3.0*3.0*3 pieces in a row loses.,01JNKYBTF904DPPD43KQZSMGV3,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Ablate Block Weight,0.35330584260675446
2860,3.0*3.0*3 pieces in a row loses.,01JNKYBTF904DPPD43KQZSMGV3,early,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Only Block Weight,0.3875135241932102
2861,3.0*3.0*3 pieces in a row loses.,01JNKYBTF904DPPD43KQZSMGV3,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Only Connect Weight,0.4907015695270983
2862,3.0*3.0*3 pieces in a row loses.,01JNKYBTF904DPPD43KQZSMGV3,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.6,Only Center Weight,0.232070360991128
2863,3.0*3.0*3 pieces in a row loses.,01JNKYBTF904DPPD43KQZSMGV3,intermediate,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,All Components,0.5903428627557875
2864,3.0*3.0*3 pieces in a row loses.,01JNKYBTF904DPPD43KQZSMGV3,intermediate,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,Ablate Center Weight,0.5909090629350637
2865,3.0*3.0*3 pieces in a row loses.,01JNKYBTF904DPPD43KQZSMGV3,intermediate,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Ablate Connect Weight,0.5842708982415048
2866,3.0*3.0*3 pieces in a row loses.,01JNKYBTF904DPPD43KQZSMGV3,intermediate,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Ablate Block Weight,0.22143577340579335
2867,3.0*3.0*3 pieces in a row loses.,01JNKYBTF904DPPD43KQZSMGV3,intermediate,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Only Block Weight,0.5908977747724564
2868,3.0*3.0*3 pieces in a row loses.,01JNKYBTF904DPPD43KQZSMGV3,intermediate,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Only Connect Weight,0.29090909090909084
2869,3.0*3.0*3 pieces in a row loses.,01JNKYBTF904DPPD43KQZSMGV3,intermediate,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.6,Only Center Weight,0.28193417892390954
2870,3.0*3.0*3 pieces in a row loses.,01JNKYBTF904DPPD43KQZSMGV3,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,All Components,0.4218348367196758
2871,3.0*3.0*3 pieces in a row loses.,01JNKYBTF904DPPD43KQZSMGV3,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,Ablate Center Weight,0.46229429685702
2872,3.0*3.0*3 pieces in a row loses.,01JNKYBTF904DPPD43KQZSMGV3,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Ablate Connect Weight,0.24568443466534437
2873,3.0*3.0*3 pieces in a row loses.,01JNKYBTF904DPPD43KQZSMGV3,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Ablate Block Weight,0.47862174741517294
2874,3.0*3.0*3 pieces in a row loses.,01JNKYBTF904DPPD43KQZSMGV3,late,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Only Block Weight,0.25147777339665284
2875,3.0*3.0*3 pieces in a row loses.,01JNKYBTF904DPPD43KQZSMGV3,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Only Connect Weight,0.47878787840042614
2876,3.0*3.0*3 pieces in a row loses.,01JNKYBTF904DPPD43KQZSMGV3,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.6,Only Center Weight,0.14042679301062855
2877,3.0*3.0*3 pieces in a row loses.,01JNKYBV8F4KM6XGGH39ADZJ2Z,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,All Components,0.34633311236076764
2878,3.0*3.0*3 pieces in a row loses.,01JNKYBV8F4KM6XGGH39ADZJ2Z,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,Ablate Center Weight,0.34896303402287737
2879,3.0*3.0*3 pieces in a row loses.,01JNKYBV8F4KM6XGGH39ADZJ2Z,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Ablate Connect Weight,0.3207388060546634
2880,3.0*3.0*3 pieces in a row loses.,01JNKYBV8F4KM6XGGH39ADZJ2Z,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Ablate Block Weight,0.3176045646416857
2881,3.0*3.0*3 pieces in a row loses.,01JNKYBV8F4KM6XGGH39ADZJ2Z,early,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Only Block Weight,0.3370843926347857
2882,3.0*3.0*3 pieces in a row loses.,01JNKYBV8F4KM6XGGH39ADZJ2Z,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Only Connect Weight,0.33442480727977786
2883,3.0*3.0*3 pieces in a row loses.,01JNKYBV8F4KM6XGGH39ADZJ2Z,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.6,Only Center Weight,0.27102507797177355
2884,3.0*3.0*3 pieces in a row loses.,01JNKYBV8F4KM6XGGH39ADZJ2Z,intermediate,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,All Components,0.25117443878132084
2885,3.0*3.0*3 pieces in a row loses.,01JNKYBV8F4KM6XGGH39ADZJ2Z,intermediate,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,Ablate Center Weight,0.2616397031572993
2886,3.0*3.0*3 pieces in a row loses.,01JNKYBV8F4KM6XGGH39ADZJ2Z,intermediate,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Ablate Connect Weight,0.2066792969492481
2887,3.0*3.0*3 pieces in a row loses.,01JNKYBV8F4KM6XGGH39ADZJ2Z,intermediate,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Ablate Block Weight,0.2825867237069181
2888,3.0*3.0*3 pieces in a row loses.,01JNKYBV8F4KM6XGGH39ADZJ2Z,intermediate,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Only Block Weight,0.19411764705882348
2889,3.0*3.0*3 pieces in a row loses.,01JNKYBV8F4KM6XGGH39ADZJ2Z,intermediate,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Only Connect Weight,0.2934553727560025
2890,3.0*3.0*3 pieces in a row loses.,01JNKYBV8F4KM6XGGH39ADZJ2Z,intermediate,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.6,Only Center Weight,0.2203176527809274
2891,3.0*3.0*3 pieces in a row loses.,01JNKYBV8F4KM6XGGH39ADZJ2Z,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,All Components,0.13529411764705876
2892,3.0*3.0*3 pieces in a row loses.,01JNKYBV8F4KM6XGGH39ADZJ2Z,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,Ablate Center Weight,0.13529411764705876
2893,3.0*3.0*3 pieces in a row loses.,01JNKYBV8F4KM6XGGH39ADZJ2Z,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Ablate Connect Weight,0.13529411764705876
2894,3.0*3.0*3 pieces in a row loses.,01JNKYBV8F4KM6XGGH39ADZJ2Z,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Ablate Block Weight,0.13529411764705876
2895,3.0*3.0*3 pieces in a row loses.,01JNKYBV8F4KM6XGGH39ADZJ2Z,late,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Only Block Weight,0.13529411764705876
2896,3.0*3.0*3 pieces in a row loses.,01JNKYBV8F4KM6XGGH39ADZJ2Z,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Only Connect Weight,0.13529411764705876
2897,3.0*3.0*3 pieces in a row loses.,01JNKYBV8F4KM6XGGH39ADZJ2Z,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.6,Only Center Weight,0.13529411764705876
2898,10.0*10.0*4 pieces in a row wins.,01JP10JWF19E77F0A2B6DTJJVK,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,All Components,0.42143002812948294
2899,10.0*10.0*4 pieces in a row wins.,01JP10JWF19E77F0A2B6DTJJVK,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,Ablate Center Weight,0.422681163180157
2900,10.0*10.0*4 pieces in a row wins.,01JP10JWF19E77F0A2B6DTJJVK,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Ablate Connect Weight,0.521669974304479
2901,10.0*10.0*4 pieces in a row wins.,01JP10JWF19E77F0A2B6DTJJVK,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Ablate Block Weight,0.3877225974610456
2902,10.0*10.0*4 pieces in a row wins.,01JP10JWF19E77F0A2B6DTJJVK,early,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Only Block Weight,0.5618262440568292
2903,10.0*10.0*4 pieces in a row wins.,01JP10JWF19E77F0A2B6DTJJVK,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Only Connect Weight,0.41474657852036373
2904,10.0*10.0*4 pieces in a row wins.,01JP10JWF19E77F0A2B6DTJJVK,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.6,Only Center Weight,0.6997741894388569
2905,10.0*10.0*4 pieces in a row wins.,01JP10JWF19E77F0A2B6DTJJVK,intermediate,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,All Components,0.4234591700189666
2906,10.0*10.0*4 pieces in a row wins.,01JP10JWF19E77F0A2B6DTJJVK,intermediate,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,Ablate Center Weight,0.42348296034985816
2907,10.0*10.0*4 pieces in a row wins.,01JP10JWF19E77F0A2B6DTJJVK,intermediate,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Ablate Connect Weight,0.4235363666114433
2908,10.0*10.0*4 pieces in a row wins.,01JP10JWF19E77F0A2B6DTJJVK,intermediate,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Ablate Block Weight,0.664791547579933
2909,10.0*10.0*4 pieces in a row wins.,01JP10JWF19E77F0A2B6DTJJVK,intermediate,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Only Block Weight,0.42353138283960123
2910,10.0*10.0*4 pieces in a row wins.,01JP10JWF19E77F0A2B6DTJJVK,intermediate,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Only Connect Weight,0.6605444102718273
2911,10.0*10.0*4 pieces in a row wins.,01JP10JWF19E77F0A2B6DTJJVK,intermediate,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.6,Only Center Weight,0.7238389103334218
2912,10.0*10.0*4 pieces in a row wins.,01JP10JWF19E77F0A2B6DTJJVK,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,All Components,0.4918134915266447
2913,10.0*10.0*4 pieces in a row wins.,01JP10JWF19E77F0A2B6DTJJVK,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,Ablate Center Weight,0.49184497540519717
2914,10.0*10.0*4 pieces in a row wins.,01JP10JWF19E77F0A2B6DTJJVK,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Ablate Connect Weight,0.49191261638971073
2915,10.0*10.0*4 pieces in a row wins.,01JP10JWF19E77F0A2B6DTJJVK,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Ablate Block Weight,0.6621202678394975
2916,10.0*10.0*4 pieces in a row wins.,01JP10JWF19E77F0A2B6DTJJVK,late,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Only Block Weight,0.4919126920531605
2917,10.0*10.0*4 pieces in a row wins.,01JP10JWF19E77F0A2B6DTJJVK,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Only Connect Weight,0.6607655579104145
2918,10.0*10.0*4 pieces in a row wins.,01JP10JWF19E77F0A2B6DTJJVK,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.6,Only Center Weight,0.679462995883627
2919,10.0*10.0*4 pieces in a row wins.,01JNKYBWQ9RM0B5G1Y19BZW6JM,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,All Components,0.5387491177273946
2920,10.0*10.0*4 pieces in a row wins.,01JNKYBWQ9RM0B5G1Y19BZW6JM,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,Ablate Center Weight,0.5429923006021169
2921,10.0*10.0*4 pieces in a row wins.,01JNKYBWQ9RM0B5G1Y19BZW6JM,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Ablate Connect Weight,0.6242924431491294
2922,10.0*10.0*4 pieces in a row wins.,01JNKYBWQ9RM0B5G1Y19BZW6JM,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Ablate Block Weight,0.5623931913487007
2923,10.0*10.0*4 pieces in a row wins.,01JNKYBWQ9RM0B5G1Y19BZW6JM,early,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Only Block Weight,0.6436214297033662
2924,10.0*10.0*4 pieces in a row wins.,01JNKYBWQ9RM0B5G1Y19BZW6JM,early,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Only Connect Weight,0.5683535908528237
2925,10.0*10.0*4 pieces in a row wins.,01JNKYBWQ9RM0B5G1Y19BZW6JM,early,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.6,Only Center Weight,0.7413817913286347
2926,10.0*10.0*4 pieces in a row wins.,01JNKYBWQ9RM0B5G1Y19BZW6JM,intermediate,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,All Components,0.5013322464381246
2927,10.0*10.0*4 pieces in a row wins.,01JNKYBWQ9RM0B5G1Y19BZW6JM,intermediate,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,Ablate Center Weight,0.5105258760868905
2928,10.0*10.0*4 pieces in a row wins.,01JNKYBWQ9RM0B5G1Y19BZW6JM,intermediate,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Ablate Connect Weight,0.5162467140455437
2929,10.0*10.0*4 pieces in a row wins.,01JNKYBWQ9RM0B5G1Y19BZW6JM,intermediate,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Ablate Block Weight,0.6185507824523571
2930,10.0*10.0*4 pieces in a row wins.,01JNKYBWQ9RM0B5G1Y19BZW6JM,intermediate,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Only Block Weight,0.5258517838563234
2931,10.0*10.0*4 pieces in a row wins.,01JNKYBWQ9RM0B5G1Y19BZW6JM,intermediate,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Only Connect Weight,0.6259341127069287
2932,10.0*10.0*4 pieces in a row wins.,01JNKYBWQ9RM0B5G1Y19BZW6JM,intermediate,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.6,Only Center Weight,0.7495685456875217
2933,10.0*10.0*4 pieces in a row wins.,01JNKYBWQ9RM0B5G1Y19BZW6JM,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,All Components,0.6808736814436532
2934,10.0*10.0*4 pieces in a row wins.,01JNKYBWQ9RM0B5G1Y19BZW6JM,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,Ablate Center Weight,0.709912047643853
2935,10.0*10.0*4 pieces in a row wins.,01JNKYBWQ9RM0B5G1Y19BZW6JM,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Ablate Connect Weight,0.7902553787320634
2936,10.0*10.0*4 pieces in a row wins.,01JNKYBWQ9RM0B5G1Y19BZW6JM,late,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Ablate Block Weight,0.47215563259638893
2937,10.0*10.0*4 pieces in a row wins.,01JNKYBWQ9RM0B5G1Y19BZW6JM,late,"{'center_weight': 0.0, 'connect_weight': 0.0, 'block_weight': 1.0}",should,0.6,Only Block Weight,0.8040717479618913
2938,10.0*10.0*4 pieces in a row wins.,01JNKYBWQ9RM0B5G1Y19BZW6JM,late,"{'center_weight': 0.0, 'connect_weight': 1.0, 'block_weight': 0.0}",should,0.6,Only Connect Weight,0.4712667015118434
2939,10.0*10.0*4 pieces in a row wins.,01JNKYBWQ9RM0B5G1Y19BZW6JM,late,"{'center_weight': 1.0, 'connect_weight': 0.0, 'block_weight': 0.0}",should,0.6,Only Center Weight,0.7596876591040838
2940,10.0*10.0*4 pieces in a row wins.,01JP10J988720SWM7XJ5V22P7D,early,"{'center_weight': 1.0, 'connect_weight': 1.0, 'block_weight': 1.0}",should,0.6,All Components,0.5791230847614984
